text,label,true_label,predicted_label,negative_probability,neutral_probability,positive_probability,confidence,correct
@USER @USER @USER They come forward for chemical castration. If they don't and hurt a child it's death penalty. Easy :-),2,Positive,Negative,0.9900025,0.008227267,0.0017702297,0.9900025,False
So how long will states like CA and NY keep subsidizing red states with tax dollars if the Electoral College keeps devaluing their voters?,1,Neutral,Negative,0.98275167,0.01625383,0.0009945293,0.98275167,False
Is there anything Tim Duncan can't do?,2,Positive,Neutral,0.018021619,0.9745607,0.0074176625,0.9745607,False
Studs Terkel 1963 interview with Bob Dylan airing right now on @USER livestream at ♫♪♫♪♫,2,Positive,Neutral,0.0007248991,0.955948,0.043327127,0.955948,False
@USER @USER I wasn't aware we elected Presidents on popular vote...,1,Neutral,Negative,0.531102,0.4574428,0.011455191,0.531102,False
Let's see Palin in the Cabinet!-->Exclusive -- Sarah Palin on Her Political Future via @USER,2,Positive,Neutral,0.018417891,0.96059364,0.020988418,0.96059364,False
: #GalaxyNote7 #Smartphone - Samsung Galaxy Note 7 updates: Samsung France offering free 12…,1,Neutral,Positive,0.0007729653,0.054860856,0.94436616,0.94436616,False
@USER From a UK perspective this is a worrying development as the US has always been the gold standard for freedom of speech.,1,Neutral,Negative,0.986233,0.012740524,0.0010264843,0.986233,False
"@USER @USER Watch this (((David Blaine))) trick, I will turn sand into glass in a flash!",1,Neutral,Positive,0.001715967,0.17048483,0.82779926,0.82779926,False
I feel like Muhammad Ali..,1,Neutral,Positive,0.0055674156,0.1492141,0.8452184,0.8452184,False
Is this the biggest cock-up in the history of homeopathy?[URL] via @USER,1,Neutral,Negative,0.9894365,0.00936049,0.0012029296,0.9894365,False
@USER cool story bro. I like the one were those women get degrees and figure out how to end our dependency on fossil fuels.,1,Neutral,Positive,0.006539827,0.042641096,0.9508191,0.9508191,False
Ok there's only been two instances where American actually made me proud to be American. When they legalized gay marriage and today #NoDAPL,1,Neutral,Positive,0.012099866,0.13257723,0.85532284,0.85532284,False
Who did Soros buy off in Oakland?,0,Negative,Neutral,0.2441744,0.7485709,0.0072546783,0.7485709,False
"When two out of three the GOP lost the popular vote, and two were down to results in a single GOP-controlled state.",1,Neutral,Negative,0.8955767,0.10155784,0.002865464,0.8955767,False
Thankful for nasty women and bad hombres.,1,Neutral,Negative,0.99020153,0.008221002,0.0015774678,0.99020153,False
#VanessaHartley Hating people because of their color is wrong & it doesnt matter which color does the hating. Its plain wrong- Muhammad Ali,1,Neutral,Negative,0.98763907,0.01120405,0.0011568167,0.98763907,False
"@USER @USER Not to worry, sensible gun control laws are coming. When they wake up & realize AA'S are buying guns by the...",0,Negative,Neutral,0.14368632,0.6100061,0.2463076,0.6100061,False
Tomorrow Is A Long Time (Bob Dylan) | Rod Stewart,1,Neutral,Positive,0.0011854521,0.20128015,0.7975344,0.7975344,False
@USER buy Persona 5. Pre-order it on Amazon,2,Positive,Neutral,0.0014256836,0.6528323,0.34574205,0.6528323,False
"@USER @USER @USER I am sure she does when every Tom, Dick and illegal get a voter registration w/their DL in CA!.",0,Negative,Neutral,0.011805472,0.96923524,0.018959275,0.96923524,False
"Venezuelan President Nicolas Madura says his wife's nephews' drug conviction a clear sign of ""US imperialism""",1,Neutral,Negative,0.98590624,0.01319762,0.0008961112,0.98590624,False
"#Tesla #ModelS can be #located, #unlocked, #stolen by #manipulating #Tesla #apps #security #infosec #Privacy",0,Negative,Neutral,0.022260474,0.935656,0.042083506,0.935656,False
"#Ukraine #Poroshenko Signs Law That Allows Fining TV & Radio Stations For ""Separatism"" via @USER",0,Negative,Neutral,0.060735457,0.9264501,0.012814367,0.9264501,False
Stephen Bannon Hit With Serious FBI Federal Election Law Complaint By Democratic Coalition #TrumpTransitionTeam #GOP,1,Neutral,Negative,0.88790333,0.1103733,0.0017234209,0.88790333,False
Fell asleep while watching persona 5 walkthrough. Again. Gosh....,1,Neutral,Negative,0.7027125,0.23497207,0.062315412,0.7027125,False
"@USER I stirred t pot w leftists at a Mike Brown rally ~ yr ago, had maybe 10 breathing dwn my neck, but this was far more intnse",0,Negative,Neutral,0.026173795,0.9552617,0.018564448,0.9552617,False
I don't know if I should watch and listen to the music video of La mordidito or just stare at the angelic ricky Martin 😍 damn,2,Positive,Neutral,0.3580294,0.45360246,0.18836817,0.45360246,False
@USER Is someone in YOUR family a RU apologist? Be a patriot&report them to Saudi &Qatari dictatorship-funded #Clinton foundation today!,0,Negative,Neutral,0.38752273,0.59709805,0.01537921,0.59709805,False
@USER fingers crossed for my son 👌🏼 #Hatchimals #blackfriday,1,Neutral,Positive,0.0014702649,0.009161701,0.989368,0.989368,False
He is a #WhiteSupremacy follower btw....if he had swore to #ISIS you'd mention it EVERY single time you printed his…,1,Neutral,Negative,0.9903441,0.008427455,0.0012283428,0.9903441,False
Algeria donated to Clinton Foundation to get off terror list. by #egopanthers via @USER,0,Negative,Neutral,0.0276863,0.7680675,0.20424621,0.7680675,False
@USER I did no such thing. I exposed the agenda of the white supremacists like you.,1,Neutral,Negative,0.9902311,0.008767324,0.0010016584,0.9902311,False
@USER its a 3 to 4 page paper on Why or why not should the United States build a bigger wall along the Mexican Border? Apa format,0,Negative,Neutral,0.011608962,0.97973514,0.00865588,0.97973514,False
"Brave @USER won't be covering Melania as much: ""We plan on having no part in normalizing theTrump family.""",0,Negative,Neutral,0.26445538,0.72499174,0.010552964,0.72499174,False
@USER @USER how hard is it to post the prices not everyone can afford VIP unless they win lotto or marry Zac Efron,0,Negative,Neutral,0.4481423,0.52919847,0.022659276,0.52919847,False
"XYZprinting Nobel 1.0 SLA 3D Printer (Included FREE Resin, FREE Printing... - #3D #Design",1,Neutral,Positive,0.0008851327,0.22023854,0.77887636,0.77887636,False
Big Oil's Isadore Hall was in DC last week pretending to be the new congressman-- even asking Pelosi to let him vot…,0,Negative,Neutral,0.110139586,0.8732471,0.016613273,0.8732471,False
Some ole lady at thanksgiving was talmbout how she used to buy a zip for $40,2,Positive,Neutral,0.024319008,0.9479568,0.027724242,0.9479568,False
@USER needed affirmation after being dumped#uitvnews #AshleyGraham[URL],1,Neutral,Negative,0.89097595,0.10607102,0.0029530036,0.89097595,False
"@USER Yes, but that would ruin the fun ""Dems in disarray"" narrative.",1,Neutral,Negative,0.9924752,0.006392916,0.0011319498,0.9924752,False
#Erdogan says #Turkey faces economic sabotage ! 🐣#Aleppo[URL],1,Neutral,Negative,0.98693883,0.012182361,0.0008789068,0.98693883,False
"#ISIS claimed responsibility for a suicide operation targeting al-#Hashd forces near Al-Arbeed village, NW Hammam Al-Alil. #MosulOffensive",1,Neutral,Negative,0.9893316,0.009856263,0.0008121722,0.9893316,False
More Dems voted @USER than Repubs. It's courtesy of the Electoral College and state Repub voter suppression that we have💩 Trump.,1,Neutral,Negative,0.96860486,0.02909085,0.002304426,0.96860486,False
Jesuit Pope Francis took this Jesuit Oath of Extreme Induction .NOW you decide who is the SICK one in need of Chris…,0,Negative,Neutral,0.0073888563,0.964873,0.027738074,0.964873,False
"AUKEY Car Charger with Quick Charge 3.0 for LG G5, Samsung Galaxy S7/S6/Edge, Note 7/5/4",1,Neutral,Positive,0.00082433457,0.1735727,0.82560295,0.82560295,False
"@USER Is there anything good about the north? G of Thrones =White Walkers, N Korea=Kim Jong Un , N Dakota=NoDAPL, N Carolina=Shitty Gov",0,Negative,Neutral,0.08283466,0.8791797,0.037985563,0.8791797,False
I want a PS4 but there are no video games I want to play on it. Is that weird? Is Persona 5 out yet?,1,Neutral,Negative,0.8453768,0.15152681,0.0030963982,0.8453768,False
Goes to show what can be achieved by committed resistance to planet destroying fossil fuels.#NoCarmichael…,0,Negative,Positive,0.014667389,0.25835067,0.72698194,0.72698194,False
@USER reports wedding guests evacuated during celebration in #Jerusalem Hills.,1,Neutral,Negative,0.885678,0.11294192,0.0013800096,0.885678,False
@USER I'm seeing so many liberals praising #Castro as a hero and a role model in spite of all he's done.,0,Negative,Positive,0.0024360758,0.023168368,0.9743955,0.9743955,False
@USER The last of a classy President and First Lady! Can you imagine trump and Melania ever doing this..NOT,1,Neutral,Negative,0.98800826,0.010375984,0.0016158473,0.98800826,False
Tr*mp is acting like Kim Jong-un and on Chinese social media they call KJU fatty the third. So by that measure Tr*imp would be?,0,Negative,Neutral,0.051147837,0.939696,0.009156085,0.939696,False
The word MUST means forced as in have to do it 😈🐍🚽💩🐽 so NOT sincere and from the heart becuz he wants to…,1,Neutral,Negative,0.5489547,0.22087309,0.23017217,0.5489547,False
"#JustinVerlander 7 ROOKIE #Card LOT, DETROIT #Tigers, CY YOUNG WINNER #Baseball #Pitcher",1,Neutral,Positive,0.0007699326,0.2509686,0.74826145,0.74826145,False
#theProtestors Who do the Dems follow... George Soros Nazi War Criminal.,1,Neutral,Negative,0.9943159,0.004870399,0.0008137577,0.9943159,False
"Messi: ""In football these days it's important to be organised. To have a team that is well-organised is the most important thing"" #fcblive",1,Neutral,Positive,0.0013102884,0.02348864,0.975201,0.975201,False
@USER Being gay isn't a choice!!!!! A panel of gays including Anderson Cooper and Ricky Martin decide your fate,0,Negative,Neutral,0.031486437,0.9072056,0.061307926,0.9072056,False
anyway watch michael moore in trumpland to hear more about how hillary clinton is amazing and we failed her,1,Neutral,Negative,0.82469475,0.1382897,0.03701547,0.82469475,False
Wait is Big O WestWorld?? I never finished it.,1,Neutral,Negative,0.9909546,0.007741091,0.0013042731,0.9909546,False
Contact Music - Ashley Graham needed 'affirmation' after being dumped for the first time,1,Neutral,Negative,0.9291417,0.06940673,0.0014515145,0.9291417,False
Feeling some Leonard Cohen tonight,1,Neutral,Positive,0.0017003545,0.012499919,0.9857998,0.9857998,False
"Massive voter suppression coming, I believe it! I hope GOP goes big and we can bring in the #TYT calvary! @USER @USER",1,Neutral,Negative,0.98636496,0.011511962,0.0021230385,0.98636496,False
sarah is forcing her vegetarianism on me,1,Neutral,Negative,0.9831061,0.015840847,0.001053101,0.9831061,False
ADULT Dating for you!!! #LessNoteworthyMovies #WednesdayWisdom #2016WasTheYearThatIFinally…,1,Neutral,Positive,0.0038422379,0.09584613,0.90031165,0.90031165,False
@USER @USER @USER @USER @USER @USER @USER Comey? 😂😂😂,1,Neutral,Negative,0.48716375,0.23426841,0.27856788,0.48716375,False
"#Yemen: WikiLeaks on Twitter: ""The #Yemen Files: evidence of the US arming, tra… see more",0,Negative,Neutral,0.0707457,0.9247339,0.004520421,0.9247339,False
This simply means in English he is providing more support for @USER and #BlackLivesMatter to set them up and do h…,1,Neutral,Positive,0.008388334,0.34672904,0.6448827,0.6448827,False
"#OnThisDay in 1966, Taiyuan Party Chief Jia Jun admitted his statement ""It brings honour to Leftists when Rightists…",1,Neutral,Positive,0.0028057836,0.21461761,0.7825766,0.7825766,False
.@USER rival #Grab’s first CFO is leaving the company after just seven months - via @USER #india #uber,0,Negative,Neutral,0.12415582,0.85862523,0.017218962,0.85862523,False
Especially if you don't wanna get minimum wage all your life.,1,Neutral,Negative,0.84065247,0.15200879,0.007338744,0.84065247,False
IMPORTANT#ISIS fired multiple mortars at Tal Afar airbase west #Mosul directly targeting #PMU commanders operation room.1 commander injured,1,Neutral,Negative,0.99187565,0.0072444603,0.00087986037,0.99187565,False
only USA UK Israel say Vatican Pope Francis viel Glueck fuers Leben sagt Gott,0,Negative,Neutral,0.0017193954,0.95175344,0.046527203,0.95175344,False
Pls dont come :) #fcblive,1,Neutral,Negative,0.9925565,0.006034236,0.0014092986,0.9925565,False
Conservatives are breaking things too. . #spiritcooking #PodestaLeaks #pizzagate #cometpizza got.tje righteous indi…,1,Neutral,Negative,0.9872885,0.011696449,0.0010150523,0.9872885,False
"Chris Fudali: ""Fatty Kim the Third""?! It feels so unoriginal...yet, it works.",1,Neutral,Positive,0.026295368,0.46880668,0.5048979,0.5048979,False
"Donald, take it easy my friend, but I can't wait to see u start building that thick high wall on the Mexican border to seal ur legacy",1,Neutral,Positive,0.037154,0.33473283,0.62811315,0.62811315,False
Donald Trump’s stock in Dakota Access oil pipeline company prompts concern - National | Globalnews.ca,1,Neutral,Negative,0.9694819,0.02942904,0.0010890093,0.9694819,False
Today's NEWS: #BlackLivesMatter blocking access to white-owned businesses,1,Neutral,Negative,0.96761435,0.03144191,0.000943676,0.96761435,False
Microsoft joins Linux Foundation in another nod to open-source code - The Seattle Times #sourcecode #news,1,Neutral,Positive,0.0011243004,0.16534029,0.83353543,0.83353543,False
2Singapore scientists have become the 1rst from Asia to win prestigious award for their efforts to eradicate animal testing.. @USER,1,Neutral,Positive,0.0050514806,0.041404974,0.9535436,0.9535436,False
"@USER Enjoy your wait! You have Google and can type in ""voter suppression"", I presume.",0,Negative,Positive,0.08329476,0.22415026,0.69255495,0.69255495,False
I've started using Marine Le Pen's twitter acct to figure out if I am happy or sad about EU political results (Italian referendum - oh no!),0,Negative,Neutral,0.05322248,0.9174052,0.029372344,0.9174052,False
#BREAKING: Philippines Vice President resigns from Duterte cabinet. She is against the war on drugs and re-introduc…,1,Neutral,Negative,0.83663553,0.16069697,0.0026674827,0.83663553,False
"I think Juan Dixon is definitely in my top 5 non-Dukies of all time. Need to mull over that list some. Right now it's Tim Duncan, CP3, Juan.",1,Neutral,Positive,0.0018044106,0.0655953,0.93260026,0.93260026,False
"Oh Happy Day, Conservatives Laugh As LiberalsCry And All Their Dreams Fade Away @USER",1,Neutral,Positive,0.019324003,0.18287924,0.7977968,0.7977968,False
Can't believe how excited #Celtics fans are about Horford. Newsflash: He's not the 2nd coming of Tim Duncan.,1,Neutral,Positive,0.0063367574,0.030840302,0.9628229,0.9628229,False
"I miss my country,Palestinethat's what my grandmother told me when I asked why's she sad today. #Palestine",1,Neutral,Negative,0.9467477,0.050101627,0.0031506398,0.9467477,False
Tesla released inside footage of the Model S views when in autopilot mode. We're definitely several steps closer to…,1,Neutral,Positive,0.0015157401,0.05477244,0.9437118,0.9437118,False
@USER @USER what a joke this is & trump says @USER I will not touch medicare or social security which one is it,1,Neutral,Negative,0.9876436,0.011339848,0.0010165512,0.9876436,False
U of #Memphis student Nadine Taha @USER justifies #Hamas and glorifies terrorism.,1,Neutral,Negative,0.99220896,0.0071050464,0.00068601425,0.99220896,False
@USER @USER Even Muhammad Ali had enough brains left to eventually turn his back on the black panthers and Nation of Islam.,1,Neutral,Negative,0.7456793,0.24383335,0.010487371,0.7456793,False
@USER @USER I don't know but apparently they don't like rad dudes or bad hombres.,1,Neutral,Negative,0.9762657,0.022491954,0.0012423052,0.9762657,False
Yesterday was #NationalFastFoodDay and @USER Makes Sure you Don't Forget about #BellyBurger…,1,Neutral,Positive,0.0010116663,0.06406755,0.93492085,0.93492085,False
"This is a funeral he will not miss he will be joined by Maduro, Duterte and like minded comrades. #FidelCastro",0,Negative,Neutral,0.38418645,0.5668529,0.048960585,0.5668529,False
"Translation: Long live Trump, long live Putin, long live Marine le Pen, and long live the [Northern] League!",2,Positive,Negative,0.9703593,0.027279977,0.00236068,0.9703593,False
Daniel Thomas Dyer explores Rumi's influence on Leonard Cohen's music.,2,Positive,Neutral,0.0012657485,0.9638794,0.03485484,0.9638794,False
OMG it's Hatchi-Hell out there‼️ We need more #Hatchimals 😱 @USER @USER @USER I'm going to share my sources next! 😇,1,Neutral,Positive,0.0163045,0.10411931,0.8795762,0.8795762,False
. #Trumpslegacy will be dismantling @USER s legacy in 100 days. It's so easy it's hardly fair. #thewall #obamacare #immigration,1,Neutral,Negative,0.97445005,0.021365577,0.0041842875,0.97445005,False
Dallas Cowboys Trade Rumors: Tony Romo Would Do Well in These Teams #dallas_cowboys…,1,Neutral,Positive,0.0015085783,0.21120769,0.7872838,0.7872838,False
"@USER Yes, happened to me too. Enter #Uber and #CarToGo",1,Neutral,Positive,0.0024688006,0.09151913,0.90601206,0.90601206,False
@USER @USER @USER What's funny is that you people label yourselves as Christians.,0,Negative,Neutral,0.21930107,0.6844207,0.0962782,0.6844207,False
Renzo was Italy's 41st PM since the war.Another vote on immigration pulling Europe apart.,0,Negative,Neutral,0.007401007,0.97576684,0.016832171,0.97576684,False
"@USER delta flight,get over it.Are the anti trump riots in the USA ok .write about that please",1,Neutral,Negative,0.8501289,0.14645697,0.0034140996,0.8501289,False
Alba the dog wants more detail on Brexit policy prior to Article 50 notification #sadnessinhereyes,1,Neutral,Negative,0.75396556,0.24198127,0.004053155,0.75396556,False
"Shura Council leader, Mohamed al-Drissi, admits alliance with #ISIS against the Libyan army in #Benghazi. #Libya…",1,Neutral,Negative,0.91687673,0.081177704,0.0019455656,0.91687673,False
@USER rick porcello Cy young!,1,Neutral,Positive,0.003558261,0.2962237,0.700218,0.700218,False
@USER @USER @USER @USER Didn't realize 60 minutes was right wing[URL],1,Neutral,Negative,0.95835763,0.039803978,0.0018383705,0.95835763,False
"@USER @USER Oh, really. Verlander already was a star at 23.",1,Neutral,Positive,0.010789536,0.11330378,0.87590665,0.87590665,False
The latest Stars News! #beautyandthebeast #moana,1,Neutral,Positive,0.0007449157,0.08220584,0.9170492,0.9170492,False
The moment you figure out what's happening next: Oh shit. #westworld,1,Neutral,Negative,0.93481433,0.0532954,0.011890301,0.93481433,False
"Bob Dylan sings his biggest hit, Like A Rolling Stone live on David Letterman's 10th Anniversary Special in 1992 -",2,Positive,Neutral,0.0011171103,0.5729388,0.4259441,0.5729388,False
White supremacists claimed they will make twitter accounts as black people. So I'm not responding to any coon-ish tweets.,1,Neutral,Negative,0.9891088,0.010022982,0.00086821907,0.9891088,False
Kremlin media troll houses pushed support for trump and crucified Clinton. All because Putin didn't want to see We…,1,Neutral,Negative,0.98594713,0.013106116,0.00094675424,0.98594713,False
"We spoke to 9 year old Judy in eastern #Aleppo again""I want 2 go to school I’m not happy like this. At school we h…",1,Neutral,Negative,0.9906786,0.00828684,0.0010345534,0.9906786,False
Venezuelan President Maduro: Fidel in eternal life will fight on until victory forever.,1,Neutral,Positive,0.0011166548,0.04890993,0.9499734,0.9499734,False
"Found: My missing Social Security Card, my car title, and a $8.46 un-cashed check. Still Missing: A $50 key fob,...",1,Neutral,Negative,0.8579214,0.13927238,0.002806226,0.8579214,False
Ryan and Reince both from WI which already has vilely repressive voter suppression votes.. IN has every type of vil…,1,Neutral,Negative,0.99423295,0.004904347,0.00086267944,0.99423295,False
#Iraq #MosulOffensive #SVBIEDShiite terrorists at Tal Afar airport record a vehicle bomb attack by a Daesh terrori…,1,Neutral,Negative,0.9928523,0.0064430027,0.00070471945,0.9928523,False
Like it's about abortion 😞,0,Negative,Neutral,0.15582897,0.4927497,0.35142133,0.4927497,False
What You Love- Live life @ 300%[URL],1,Neutral,Positive,0.0012436935,0.012966315,0.9857901,0.9857901,False
That shooting ad about paying attention kinda bothers me. Look at useful GUN CONTROL first before disaffected youth,1,Neutral,Negative,0.986948,0.011857412,0.0011945505,0.986948,False
@USER @USER @USER @USER Aleppo send a final message before SAA eliminated them,1,Neutral,Negative,0.640752,0.3556057,0.0036423274,0.640752,False
Gun Sales Down Nationally Following Trump Win #tcot #tpp,0,Negative,Neutral,0.12074945,0.74005175,0.13919874,0.74005175,False
MOSCOW (Reuters) - Russian Foreign Minister Sergei Lavrov said on Monday he was confident Moscow and Washington ...,1,Neutral,Positive,0.0019028834,0.45115218,0.5469449,0.5469449,False
⭐️ #News • Buyers’ clubs and test labs for death drug: Right-to-die campaigner Philip Nitschke says euthanasia…,1,Neutral,Negative,0.53007674,0.46592918,0.0039940784,0.53007674,False
"Funny how phenomena of ""Fake News"" only Spawned in 2016 & how it Shant be applied to dems going backwards#MAGA…",1,Neutral,Negative,0.9835312,0.01523386,0.0012349657,0.9835312,False
Cowboys were awful last Thanksgiving. Now they’re the NFL’s best team,2,Positive,Neutral,0.28320774,0.42507705,0.29171517,0.42507705,False
"@USER @USER #DumpTheEstablishment #DrainTheSwamp #NeverRomney Never, ever!…",1,Neutral,Negative,0.9858408,0.012591515,0.0015677037,0.9858408,False
Lavrov says militants who do not leave eastern Aleppo to be regarded as terrorists via @USER,1,Neutral,Negative,0.9828416,0.016347934,0.0008103959,0.9828416,False
This Week in Ridiculous Regulations #tcot #tpp,1,Neutral,Negative,0.99492514,0.004150391,0.0009244374,0.99492514,False
I haven't seen my best friend since the Cubs parade ☹️ and we only live less than 5 minutes away. 😩,0,Negative,Neutral,0.07215892,0.513337,0.41450408,0.513337,False
@USER Don't stop fighting Marine Le Pen !!!,1,Neutral,Negative,0.6341511,0.31677565,0.049073245,0.6341511,False
In case someone is not aware of Steve #Bannon's mental issues...,0,Negative,Neutral,0.21923631,0.76589966,0.014864016,0.76589966,False
"America, for instance, has more than 200 years of lessons unlearned. As for Britain, Brexit is 100% in keeping with its aloof insularity.",0,Negative,Neutral,0.18316543,0.7901548,0.02667981,0.7901548,False
"Fidel is gone, maduro you are next.",0,Negative,Neutral,0.079438336,0.8895382,0.031023439,0.8895382,False
@USER Tim Duncan and Kareem both had better careers than Kobe,1,Neutral,Positive,0.0012347001,0.015899446,0.98286587,0.98286587,False
Pope Benedict admits he was 'unsure' about Francis at first,0,Negative,Neutral,0.30294526,0.6773217,0.019733053,0.6773217,False
Let our bones break into song - @USER reading from BLUE LAWS at #MiamiBookFair2016 #NBAwards,1,Neutral,Positive,0.0016468555,0.20618103,0.7921721,0.7921721,False
Prophesized collapse of organized religion in society? We can only hope. They think Francis will be the last Pope. He's a hard act to follow,2,Positive,Neutral,0.17485775,0.6602517,0.16489051,0.6602517,False
"@USER @USER we must fight as democrats. Having Steve Bannon, Donald Trump, and Breitbart leading our country how scary!",1,Neutral,Negative,0.9886425,0.010063493,0.0012940901,0.9886425,False
Untrustworthy journalists left us vulnerable to fake news: Steve Deace via @USER #college #Democrats #UniteBlue,1,Neutral,Negative,0.9933454,0.005857553,0.000797072,0.9933454,False
@USER Will not help her. :),1,Neutral,Negative,0.991772,0.0069011254,0.0013268318,0.991772,False
"""TSA has recalled the air travel of the Samsung galaxy note 7. If you have this device, please step up to the security line""",0,Negative,Neutral,0.12800583,0.8473691,0.024625087,0.8473691,False
@USER like I saw someone on FB share an article saying that instead of vaccines people should just be exposed to the disease to fight it,0,Negative,Neutral,0.068422474,0.91523665,0.016340816,0.91523665,False
"#Didyoumiss via @USER Meet Melania Trump, the former nude model that is America’s new First Lady FLOTUS",0,Negative,Neutral,0.004131833,0.5293361,0.46653208,0.5293361,False
"Spend #BlackFriday IN #The602Club for the best deal, we talk #FantasticBeasts with @USER & @USER",1,Neutral,Positive,0.0010577176,0.007100138,0.99184215,0.99184215,False
"David Blaine is not magic, he's incredible. Again, he's incredible, but not magic.",2,Positive,Neutral,0.3210865,0.4403809,0.23853263,0.4403809,False
"How are you going to unite the millions of ""leftists wasting their time?"" Sounds like you're doing a great job.....…",1,Neutral,Positive,0.15319733,0.36970267,0.47710007,0.47710007,False
@USER There's a bunch but:Pain in My HeartMBDTF & College DropoutFreewheelin' Bob DylanRidin' Dirty (H-Town)Pet Sounds,0,Negative,Neutral,0.0016121431,0.65860933,0.33977857,0.65860933,False
@USER @USER @USER @USER it's a data point. Being triggered by data points also something liberals do. Don't be dumb,0,Negative,Neutral,0.17622757,0.8043806,0.019391729,0.8043806,False
The only thing I can commit to is my vegetarianism,2,Positive,Neutral,0.004499004,0.86759627,0.12790465,0.86759627,False
@USER Please don't push for Romney for Secretary of State.,1,Neutral,Negative,0.763416,0.23013677,0.00644725,0.763416,False
Donald Trump Is Considering Gutting Medicare And Giving It To Wall Street #topprog #libcrib #NeverTrump #uniteblue,1,Neutral,Negative,0.9681943,0.03045682,0.0013488602,0.9681943,False
"We shouldn't be celebrating other people's death even if we hate them, we're better than this! #Palestine #PalestineBurning",1,Neutral,Negative,0.9723778,0.024672585,0.0029496395,0.9723778,False
"@USER @USER TPP the gold standard. She also was in favor of government deregulation, a border fence, called black people super",0,Negative,Neutral,0.20877075,0.72178584,0.06944332,0.72178584,False
CONFIRMED: The Doctor Is IN! Ben Carson Is Donald Trump's New...,1,Neutral,Positive,0.0070171272,0.12176606,0.87121683,0.87121683,False
"I found a nice strip club in Miami for sale, but I also want to open my medical marijuana dispensary and a big biker bar. Maybe all of them.",1,Neutral,Positive,0.0023390315,0.17066969,0.8269913,0.8269913,False
@USER Funny since it is easy to prevent fraud: Ensure social security number exists before allowing voter registration.,0,Negative,Neutral,0.11218058,0.52365285,0.36416662,0.52365285,False
That meeting with pelosi Shumer and others dems..including Hillary and.. ( Jill Stein),0,Negative,Neutral,0.015372001,0.95144844,0.033179577,0.95144844,False
i just wonder how much @USER got paid and what position she was offered - may be a role in Clinton Foundatio…,0,Negative,Neutral,0.01893872,0.9611476,0.01991374,0.9611476,False
Quick! Do one of those on-the-street things where you ask random people if we should pull out of TPP and then ask them what it stands for!,0,Negative,Neutral,0.037358206,0.9350754,0.027566448,0.9350754,False
An easy-to-follow deep learning formula for natural language processing,2,Positive,Neutral,0.0062302863,0.6326106,0.3611591,0.6326106,False
Ashley Graham Ain’t Shy No More!,1,Neutral,Positive,0.028719438,0.4515013,0.5197793,0.5197793,False
"#BlackFridayShopping Tevo Black Widow, for sale. Miss this chance, you need to wait for one…",1,Neutral,Negative,0.9905377,0.00825546,0.0012068991,0.9905377,False
"VEVC in the Santa Lights Parade! 6 EVs including a Tesla Model X and S, down Govt St, starting at 5:45pm.…",1,Neutral,Positive,0.0005983669,0.16105235,0.83834934,0.83834934,False
"Chinese Web Sites are censuring ""Kim Fatty the Third"", a nickname given to disparage N. Korean leader, Kim Jong-un....",1,Neutral,Negative,0.98221624,0.016935797,0.0008479632,0.98221624,False
"Bruh if my girl cheated on me with Cristiano Ronaldo, I'd just be jealous.",1,Neutral,Negative,0.7952154,0.19322929,0.011555258,0.7952154,False
"If the situation was in reverse, and Trump had the popular vote and it was definitely proven that a foreign power had hacked our ...",1,Neutral,Negative,0.9863237,0.012764293,0.0009120328,0.9863237,False
How This ‘Art Of Living’ Teacher Saved Hundreds Of Women From #ISIS,1,Neutral,Positive,0.0058524664,0.1598394,0.83430815,0.83430815,False
"40billion:Hand-painted, 3D-printed toys reimagine Frida Kahlo in the style of Picasso, Munch, Monet, and more: …",2,Positive,Neutral,0.0015290546,0.74310994,0.25536096,0.74310994,False
Are you hunting for one of THESE? @USER got a #Hatchimals and we'll be telling you how to get it…,2,Positive,Neutral,0.0012751027,0.97881067,0.01991425,0.97881067,False
"Google this important piece & write to 99K Americans have so far, inc. 6K today.",2,Positive,Neutral,0.0045769573,0.946065,0.0493581,0.946065,False
You've probably heard of the Galaxy Note 7 phones that have been catching fire & it all has to do with the battery:,0,Negative,Positive,0.014113563,0.28330863,0.7025778,0.7025778,False
The importance of using Surface & Deep learning effectively with PBL. #pblchat #pbl #lssharksbc,1,Neutral,Positive,0.0015878732,0.18403275,0.81437933,0.81437933,False
@USER @USER not clear what sanction will be for breaking this oath in favour of miniskirts & gay marriage.,0,Negative,Neutral,0.07438386,0.9182831,0.007332993,0.9182831,False
@USER @USER Poroshenko regime is still the same Kremlin's colonial regime of Yanukovych after the rotation. /1,1,Neutral,Negative,0.9871717,0.012050368,0.0007779541,0.9871717,False
So smear HRC NOW real dirt comes out Trump? No investigations WikiLinks Russia Comey and now Conflicts lies #notmypresident #stillwithher,1,Neutral,Negative,0.98965925,0.009518059,0.00082262926,0.98965925,False
Reports from the scene suggest that the victim was killed.#DebunkIsrael#israelisburning#BDS#Palestine#Jerusalem,1,Neutral,Negative,0.987917,0.011348576,0.00073446037,0.987917,False
(especially since I'm not getting that sweet sweet minimum wage in return for assisting you..) #lifepostretail,0,Negative,Neutral,0.3989362,0.4999841,0.10107966,0.4999841,False
@USER Russia had peacekeepers stationed in Georgia who were shelled by Saakashvili. Ukraine is a civil war assistance US-style.,1,Neutral,Negative,0.98904026,0.010094407,0.00086543185,0.98904026,False
